index,Absorption/nm,Emission/nm,PLQY,SMILES,solvent,Reference(doi),Et30,SP,SdP,SA,SB,"Test method of Quantum Yield (0= measured by relative method/not mention in origin paper, 1= absolute QY)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,355,481,0.58,C1(C=CC=C2C(C3=CC=CC=C3)=C4C5=CC=CC=C5)=[N+]2C6=C4C=CC=C6C(C7=CC=CC=C7)=C1C8=CC=CC=C8,CH2Cl2,10.1039/c6ra15464f,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,355,452,0.66,COC1=CC2=[N+]3C4=C(C(C5=CC=CC=C5)=C(C3=C1)C6=CC=CC=C6)C=CC=C4C(C7=CC=CC=C7)=C2C8=CC=CC=C8,CH2Cl2,10.1039/c6ra15464f,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,316,460,0.59,CC(C1=CC2=[N+]3C4=C(C(C5=CC=CC=C5)=C(C3=C1)C6=CC=CC=C6)C=C(OC)C=C4C(C7=CC=CC=C7)=C2C8=CC=CC=C8)(C)C,CH2Cl2,10.1039/c6ra15464f,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,355,468,0.7,CC1=CC=C2C(C3=CC=CC=C3)=C(C4=CC=CC=C4)C5=C6[N+]2=C1C(C7=CC=CC=C7)=C(C8=CC=CC=C8)C6=CC=C5,CH2Cl2,10.1039/c6ra15464f,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,365,536,0.36,N#CC1=CC2=[N+]3C4=C(C(C5=CC=CC=C5)=C(C3=C1)C6=CC=CC=C6)C=CC=C4C(C7=CC=CC=C7)=C2C8=CC=CC=C8,CH2Cl2,10.1039/c6ra15464f,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,354,460,0.77,CC(C1=CC2=[N+]3C4=C(C(C5=CC=CC=C5)=C(C3=C1)C6=CC=CC=C6)C=C(C(OC)=O)C=C4C(C7=CC=CC=C7)=C2C8=CC=CC=C8)(C)C,CH2Cl2,10.1039/c6ra15464f,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,438,614,0.26,CC(C1=CC2=[N+]3C4=C(C(C5=CC=C(N(C6=CC=CC=C6)C7=CC=CC=C7)C=C5)=C(C3=C1)C8=CC=C(N(C9=CC=CC=C9)C%10=CC=CC=C%10)C=C8)C=CC=C4C(C%11=CC=C(N(C%12=CC=CC=C%12)C%13=CC=CC=C%13)C=C%11)=C2C%14=CC=C(N(C%15=CC=CC=C%15)C%16=CC=CC=C%16)C=C%14)(C)C,CH2Cl2,10.1039/c6ra15464f,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,353,422,,O=C(/C=C/C1=NC2=C(C(N(C)C(N2C)=O)=O)N1C)OCCCC,CH2Cl2,10.1039/C2CC17557F,40.7,0.761,0.769,0.04,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,353,423,,O=C(/C=C/C1=NC2=C(C(N(C)C(N2C)=O)=O)N1C)OC,CH2Cl2,10.1039/C2CC17557F,40.7,0.761,0.769,0.04,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,348,420,,O=C(/C=C/C1=NC2=C(C(N(C)C(N2C)=O)=O)N1C)OC(C)(C)C,CH2Cl2,10.1039/C2CC17557F,40.7,0.761,0.769,0.04,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,348,402,,O=C(/C=C/C1=NC2=C(C(N(C)C(N2C)=O)=O)N1C)N(C)C,CH2Cl2,10.1039/C2CC17557F,40.7,0.761,0.769,0.04,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,354,417,,O=C1N(C)C(C(N(C)C(/C=C/C2=CC=CC=C2)=N3)=C3N1C)=O,CH2Cl2,10.1039/C2CC17557F,40.7,0.761,0.769,0.04,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,353,417,,O=C1N(C)C(C(N(C)C(/C=C/C2=CC=C(F)C=C2)=N3)=C3N1C)=O,CH2Cl2,10.1039/C2CC17557F,40.7,0.761,0.769,0.04,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,358,423,,O=C1N(C)C(C(N(C)C(/C=C/C2=CC=C(Cl)C=C2)=N3)=C3N1C)=O,CH2Cl2,10.1039/C2CC17557F,40.7,0.761,0.769,0.04,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,355,418,,O=C1N(C)C(C(N(C)C(/C=C/C2=CC=C(C)C=C2)=N3)=C3N1C)=O,CH2Cl2,10.1039/C2CC17557F,40.7,0.761,0.769,0.04,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,356,421,,O=C1N(C)C(C(N(C)C(/C=C/C2=CC=C(OC(C)=O)C=C2)=N3)=C3N1C)=O,CH2Cl2,10.1039/C2CC17557F,40.7,0.761,0.769,0.04,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,349,421,,O=C(OCCCC)/C=C/C1=NC2=C(N1CCCC)C(N(C(N2C)=O)C)=O,CH2Cl2,10.1039/C2CC17557F,40.7,0.761,0.769,0.04,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,353,421,,O=C(OCCCC)/C=C/C1=NC2=C(N1C)C(N(C(N2C)=O)CCCC)=O,CH2Cl2,10.1039/C2CC17557F,40.7,0.761,0.769,0.04,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,351,422,,O=C(OCCCC)/C=C/C1=NC2=C(N1C)C(N(C(N2C)=O)CC=C)=O,CH2Cl2,10.1039/C2CC17557F,40.7,0.761,0.769,0.04,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,349,417,,O=C(/C=C/C1=NC2=C(CN(CC)C(N2CC)=O)N1)OCCCC,CH2Cl2,10.1039/C2CC17557F,40.7,0.761,0.769,0.04,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,395,483,,CN(C)C1=NC(N(C)C)=C2C(N(C)C(/C=C/C3=CC=CC=C3)=N2)=N1,CH2Cl2,10.1039/C2CC17557F,40.7,0.761,0.769,0.04,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,417,510,,CN(C)C1=NC(N(C)C)=C2C(N(C)C(/C=C/C(OCCCC)=O)=N2)=N1,CH2Cl2,10.1039/C2CC17557F,40.7,0.761,0.769,0.04,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,395,482,,CN(C)C1=NC(N(C)C)=C2C(N(CCCC)C(/C=C/C3=CC=CC=C3)=N2)=N1,CH2Cl2,10.1039/C2CC17557F,40.7,0.761,0.769,0.04,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,417,508,,CN(C1=NC(N(C)C)=C2C(N(C(/C=C/C(OCCCC)=O)=N2)CCCC)=N1)C,CH2Cl2,10.1039/C2CC17557F,40.7,0.761,0.769,0.04,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,394,446,,O=C(OCCCC)/C=C/C1=C(C(OC)=O)C=C2N1C=CC=C2,CH2Cl2,10.1039/C2CC17557F,40.7,0.761,0.769,0.04,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,368,461,,O=C(C1=C2N(C(/C=C/C3=CC=CC=C3)=C1)C=CC=C2)OC,CH2Cl2,10.1039/C2CC17557F,40.7,0.761,0.769,0.04,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,367,435,,O=C(C1=C2N(C(/C=C/C3=CC=CC=C3)=C1)C=CC4=C2C=CC=C4)OC,CH2Cl2,10.1039/C2CC17557F,40.7,0.761,0.769,0.04,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,365,434,,FC1=CC=C(C=C1)/C=C/C2=CC(C(OC)=O)=C3N2C=CC4=C3C=CC=C4,CH2Cl2,10.1039/C2CC17557F,40.7,0.761,0.769,0.04,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,381,433,,O=C(OCCCC)/C=C/C1=CC(C(OC)=O)=C2N1C=CC3=C2C=CC=C3,CH2Cl2,10.1039/C2CC17557F,40.7,0.761,0.769,0.04,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,357,425,,O=C1N(C(C2=C(N1C)N=C(/C=C/C3=CC(Cl)=CC=C3)N2C)=O)C,CH2Cl2,10.1039/C2CC17557F,40.7,0.761,0.769,0.04,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,362,428,,O=C1N(C(C2=C(N1CC)N=C(/C=C/C3=CC(OC)=C(OC)C=C3)N2C)=O)CC,CH2Cl2,10.1039/C2CC17557F,40.7,0.761,0.769,0.04,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,501,575,0.11,C1(C=CC=CC=1)C1=C2N(C(=C(C3C=CC=CC=32)C2C=CC=CC=2)C2C=CC=CC=2)C2=[O+]C(=C(C3C=CC=C1C=32)C1C=CC=CC=1)C1C=CC=CC=1,CH2Cl2,10.1039/C8SC01963K,40.7,0.761,0.769,0.04,0.178,1,Absolute quantum yields and fluorescence spectra were collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,501,575,0.11,C1(C=CC=CC=1)C1=C2[N+](C(=C(C3C=CC=CC=32)C2C=CC=CC=2)C2C=CC=CC=2)=C2OC(=C(C3C=CC=C1C=32)C1C=CC=CC=1)C1C=CC=CC=1,CH2Cl2,10.1039/C8SC01963K,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,468,549,0.23,COC1=CC2=C(C3=C1)C(N4C(C5=CC=CC=C5)=C(C6=C(C=CC=C6)C4=C3C7=CC=CC=C7)C8=CC=CC=C8)=[O+]C(C9=CC=CC=C9)=C2C%10=CC=CC=C%10,CH2Cl2,10.1039/C8SC01963K,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,468,549,0.23,COC1=CC(C(C2=CC=CC=C2)=C(O3)C4=CC=CC=C4)=C(C5=C1)C3=[N+]6C(C7=CC=CC=C7)=C(C8=C(C=CC=C8)C6=C5C9=CC=CC=C9)C%10=CC=CC=C%10,CH2Cl2,10.1039/C8SC01963K,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,476,561,0.08,C1(C2=C(C3=C(C4=CC(OC5=CC=CC=C5)=C3)C(N6C(C7=CC=CC=C7)=C(C8=C(C=CC=C8)C6=C4C9=CC=CC=C9)C%10=CC=CC=C%10)=[O+]2)C%11=CC=CC=C%11)=CC=CC=C1,CH2Cl2,10.1039/C8SC01963K,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,476,561,0.08,C1(C(O2)=C(C3=C(C4=CC(OC5=CC=CC=C5)=C3)C2=[N+]6C(C7=CC=CC=C7)=C(C8=C(C=CC=C8)C6=C4C9=CC=CC=C9)C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=CC=C1,CH2Cl2,10.1039/C8SC01963K,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,518,592,0.14,FC(C1=CC2=C(C3=C1)C(N4C(C5=CC=CC=C5)=C(C6=C(C=CC=C6)C4=C3C7=CC=CC=C7)C8=CC=CC=C8)=[O+]C(C9=CC=CC=C9)=C2C%10=CC=CC=C%10)(F)F,CH2Cl2,10.1039/C8SC01963K,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,518,592,0.14,FC(C1=CC(C(C2=CC=CC=C2)=C(O3)C4=CC=CC=C4)=C(C5=C1)C3=[N+]6C(C7=CC=CC=C7)=C(C8=C(C=CC=C8)C6=C5C9=CC=CC=C9)C%10=CC=CC=C%10)(F)F,CH2Cl2,10.1039/C8SC01963K,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,534,599,0.21,O=C(C1=CC2=C(C3=C1)C(N4C(C5=CC=CC=C5)=C(C6=C(C=CC=C6)C4=C3C7=CC=CC=C7)C8=CC=CC=C8)=[O+]C(C9=CC=CC=C9)=C2C%10=CC=CC=C%10)OC,CH2Cl2,10.1039/C8SC01963K,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,534,599,0.21,O=C(C1=CC(C(C2=CC=CC=C2)=C(O3)C4=CC=CC=C4)=C(C5=C1)C3=[N+]6C(C7=CC=CC=C7)=C(C8=C(C=CC=C8)C6=C5C9=CC=CC=C9)C%10=CC=CC=C%10)OC,CH2Cl2,10.1039/C8SC01963K,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,548,608,0.27,O=CC1=CC2=C(C3=C1)C(N4C(C5=CC=CC=C5)=C(C6=C(C=CC=C6)C4=C3C7=CC=CC=C7)C8=CC=CC=C8)=[O+]C(C9=CC=CC=C9)=C2C%10=CC=CC=C%10,CH2Cl2,10.1039/C8SC01963K,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,548,608,0.27,O=CC1=CC(C(C2=CC=CC=C2)=C(O3)C4=CC=CC=C4)=C(C5=C1)C3=[N+]6C(C7=CC=CC=C7)=C(C8=C(C=CC=C8)C6=C5C9=CC=CC=C9)C%10=CC=CC=C%10,CH2Cl2,10.1039/C8SC01963K,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,559,622,0.23,O=[N+](C1=CC2=C(C3=C1)C(N4C(C5=CC=CC=C5)=C(C6=C(C=CC=C6)C4=C3C7=CC=CC=C7)C8=CC=CC=C8)=[O+]C(C9=CC=CC=C9)=C2C%10=CC=CC=C%10)[O-],CH2Cl2,10.1039/C8SC01963K,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,559,622,0.23,O=[N+](C1=CC(C(C2=CC=CC=C2)=C(O3)C4=CC=CC=C4)=C(C5=C1)C3=[N+]6C(C7=CC=CC=C7)=C(C8=C(C=CC=C8)C6=C5C9=CC=CC=C9)C%10=CC=CC=C%10)[O-],CH2Cl2,10.1039/C8SC01963K,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,492,604,0.1,COC1=CC=C(C(C2=C(C3=CC=C2)C(N4C(C5=CC=C(OC)C=C5)=C(C6=C(C=CC(OC)=C6)C4=C3C7=CC=C(OC)C=C7)C8=CC=C(OC)C=C8)=[O+]9)=C9C%10=CC=C(OC)C=C%10)C=C1,CH2Cl2,10.1039/C8SC01963K,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,492,604,0.1,COC(C=C1)=CC=C1C(C2=CC=CC(C(C3=CC=C(OC)C=C3)=C(O4)C5=CC=C(OC)C=C5)=C2C4=[N+]6C(C7=CC=C(OC)C=C7)=C8C9=CC=C(OC)C=C9)=C6C%10=C8C=C(OC)C=C%10,CH2Cl2,10.1039/C8SC01963K,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,503,576,0.11,ClC1=CC=C(C2=C(C3=C(C4=CC=C3)C(N5C(C6=CC=C(Cl)C=C6)=C(C7=C(C=CC(Cl)=C7)C5=C4C8=CC=C(Cl)C=C8)C9=CC=C(Cl)C=C9)=[O+]2)C%10=CC=C(Cl)C=C%10)C=C1,CH2Cl2,10.1039/C8SC01963K,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,503,576,0.11,ClC1=CC=C(C(O2)=C(C3=C(C4=CC=C3)C2=[N+]5C(C6=CC=C(Cl)C=C6)=C(C7=C(C=CC(Cl)=C7)C5=C4C8=CC=C(Cl)C=C8)C9=CC=C(Cl)C=C9)C%10=CC=C(Cl)C=C%10)C=C1,CH2Cl2,10.1039/C8SC01963K,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,587,674,0.01,COC(C=C1)=CC=C1C(C2=CC([N+]([O-])=O)=CC(C(C3=CC=C(OC)C=C3)=C(O4)C5=CC=C(OC)C=C5)=C2C4=[N+]6C(C7=CC=C(OC)C=C7)=C8C9=CC=C(OC)C=C9)=C6C%10=C8C=C(OC)C=C%10,CH2Cl2,10.1039/C8SC01963K,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,587,674,0.01,COC1=CC=C(C(C2=C(C3=CC([N+]([O-])=O)=C2)C(N4C(C5=CC=C(OC)C=C5)=C(C6=C(C=CC(OC)=C6)C4=C3C7=CC=C(OC)C=C7)C8=CC=C(OC)C=C8)=[O+]9)=C9C%10=CC=C(OC)C=C%10)C=C1,CH2Cl2,10.1039/C8SC01963K,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,499,520,0.01,F[B-]1([N+]2=CC=CC2=C(C3=CC=C(C)C=C3)C4=CC=CN14)F,CH2Cl2,10.1039/C8CC00238J,40.7,0.761,0.769,0.04,0.178,1,Fluorescence spectra and absolute quantum yields were,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,559,578,0.6,F[B-]1([N+]2=C(N3C=CC=N3)C=CC2=C(C4=CC=C(C)C=C4)C5=CC=C(N6N=CC=C6)N15)F,CH2Cl2,10.1039/C8CC00238J,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,560,579,0.64,F[B-]1([N+]2=C(N3C=CC=N3)C=CC2=C(C4=CC=CC=C4)C5=CC=C(N6N=CC=C6)N15)F,CH2Cl2,10.1039/C8CC00238J,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,568,591,0.18,F[B-]1([N+]2=C(N3C=CC=N3)C=CC2=C(C4=CC=C(C#N)C=C4)C5=CC=C(N6N=CC=C6)N15)F,CH2Cl2,10.1039/C8CC00238J,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,571,587,0.44,F[B-]1([N+]2=C(N3C=CC=N3)C=CC2=C(C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)C5=CC=C(N6N=CC=C6)N15)F,CH2Cl2,10.1039/C8CC00238J,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,540,577,0.3,F[B-]1([N+]2=C(N3C=CC=N3)C=CC2=C(C4=CC=C(C)C=C4)C5=CC(Br)=C(N6N=CC=C6)N15)F,CH2Cl2,10.1039/C8CC00238J,40.7,0.761,0.769,0.04,0.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
